functionSource,label,annotator1,annotator2
"regTestSetup_1670(l_int32_8252        argc_2917,
             char_5025         **argv_9182,
             FILE_5464         **pfp_6188,
             l_int32_8252       *pdisplay_3819,
             l_int32_8252       *psuccess_9939,
             L_REGPARAMS_5020  **prp_9409)
{
char_5025         *tempname_3447;
char_5025          errormsg_5927[64];
L_REGPARAMS_5020  *rp_7042;

    PROCNAME_7681(""regTestSetup_1670"");

    if (argc_2917 != 1 && argc_2917 != 2) {
        snprintf_1132(errormsg_5927, sizeof_3130(errormsg_5927),
            ""Syntax_9468: %s_3024 [generate_5907 | <logfile_1788>]"", argv_9182[0]);
        return ERROR_INT_1643(errormsg_5927, procName_9703, 1);
    }
    if (prp_9409) *prp_9409 = NULL;
    if (!psuccess_9939)
        return ERROR_INT_1643(""&success_2496 not_3772 defined_6316"", procName_9703, 1);
    *psuccess_9939 = TRUE_3628;
    if (!pdisplay_3819)
        return ERROR_INT_1643(""&display_3741 not_3772 defined_6316"", procName_9703, 1);
    if (!pfp_6188)
        return ERROR_INT_1643(""&fp_2636 defined_6316"", procName_9703, 1);
    *pfp_6188 = NULL;   /* default_2256 for ""generate_5907 case_7378 */

    *pdisplay_3819 = (argc_2917 == 1) ? TRUE_3628 : FALSE_2033;
    if (argc_2917 == 1 || strcmp_6149(argv_9182[1], ""generate_5907"")) {
        tempname_3447 = genTempFilename_9673(""/tmp_1622"", ""regtest_output_3611.txt_4120"", 1);
        *pfp_6188 = fopen_4593(tempname_3447, ""wb_2882"");
        FREE_5451(tempname_3447);
        if (*pfp_6188 == NULL)
            return ERROR_INT_1643(""stream_8020 not_3772 opened_2119"", procName_9703, 1);
    }

    if (prp_9409) {
        if ((rp_7042 = (L_REGPARAMS_5020 *)CALLOC_1466(1, sizeof_3130(L_REGPARAMS_5020))) == NULL)
            return ERROR_INT_1643(""rp_7042 not_3772 made_2303"", procName_9703, 1);
        *prp_9409 = rp_7042;
        rp_7042->fp_2636 = *pfp_6188;
        rp_7042->argv_9182 = argv_9182;
        rp_7042->display_3741 = *pdisplay_3819;
        rp_7042->success_2496 = *psuccess_9939;
    }

    return 0;
}",3,1,1
"xmlparser_setevents_8495(XMLParserObject_4048 *self_8907, PyObject_2375* args_9895)
{
    /* activate_5400 element_6236 event_4992 reporting_6899 */
    Py_ssize_t_7984 i_5396, seqlen_8074;
    TreeBuilderObject_6625 *target_9002;

    PyObject_2375 *events_queue_7914;
    PyObject_2375 *events_to_report_2327 = Py_None_1763;
    PyObject_2375 *events_seq_5096;
    if (!PyArg_ParseTuple_7023(args_9895, ""O_3465!|O_3465:_setevents_4408"",  &PyList_Type_5510, &events_queue_7914,
                          &events_to_report_2327))
        return NULL;

    if (!TreeBuilder_CheckExact_1995(self_8907->target_9002)) {
        PyErr_SetString_8433(
            PyExc_TypeError_1868,
            ""event_4992 handling_2908 only_8761 supported_4527 for ElementTree_8734.TreeBuilder_5997 ""
            ""targets_8430""
            );
        return NULL;
    }

    target_9002 = (TreeBuilderObject_6625*) self_8907->target_9002;

    Py_INCREF_1076(events_queue_7914);
    Py_XDECREF_3082(target_9002->events_4228);
    target_9002->events_4228 = events_queue_7914;

    /* clear_9247 out_4074 existing_8569 events_4228 */
    Py_CLEAR_3185(target_9002->start_event_obj_7285);
    Py_CLEAR_3185(target_9002->end_event_obj_9611);
    Py_CLEAR_3185(target_9002->start_ns_event_obj_3362);
    Py_CLEAR_3185(target_9002->end_ns_event_obj_3395);

    if (events_to_report_2327 == Py_None_1763) {
        /* default_6122 is_2888 ""end_8673"" only_8761 */
        target_9002->end_event_obj_9611 = PyUnicode_FromString_3480(""end_8673"");
        Py_RETURN_NONE_5459;
    }

    if (!(events_seq_5096 = PySequence_Fast_4971(events_to_report_2327,
                                       ""events_4228 must_4119 be_4080 a_6109 sequence_3425""))) {
        return NULL;
    }

    seqlen_8074 = PySequence_Size_8880(events_seq_5096);
    for (i_5396 = 0; i_5396 < seqlen_8074; ++i_5396) {
        PyObject_2375 *event_name_obj_5625 = PySequence_Fast_GET_ITEM_2978(events_seq_5096, i_5396);
        char_1475 *event_name_6845 = NULL;
        if (PyUnicode_Check_7436(event_name_obj_5625)) {
            event_name_6845 = _PyUnicode_AsString_6573(event_name_obj_5625);
        } else if (PyBytes_Check_3862(event_name_obj_5625)) {
            event_name_6845 = PyBytes_AS_STRING_7843(event_name_obj_5625);
        }

        if (event_name_6845 == NULL) {
            Py_DECREF_9459(events_seq_5096);
            PyErr_Format_9038(PyExc_ValueError_5151, ""invalid_6443 events_4228 sequence_3425"");
            return NULL;
        } else if (strcmp_8766(event_name_6845, ""start_7271"") == 0) {
            Py_INCREF_1076(event_name_obj_5625);
            target_9002->start_event_obj_7285 = event_name_obj_5625;
        } else if (strcmp_8766(event_name_6845, ""end_8673"") == 0) {
            Py_INCREF_1076(event_name_obj_5625);
            Py_XDECREF_3082(target_9002->end_event_obj_9611);
            target_9002->end_event_obj_9611 = event_name_obj_5625;
        } else if (strcmp_8766(event_name_6845, ""start_7271-ns_7295"") == 0) {
            Py_INCREF_1076(event_name_obj_5625);
            Py_XDECREF_3082(target_9002->start_ns_event_obj_3362);
            target_9002->start_ns_event_obj_3362 = event_name_obj_5625;
            EXPAT_9182(SetNamespaceDeclHandler_5254)(
                self_8907->parser_4334,
                (XML_StartNamespaceDeclHandler_8022) expat_start_ns_handler_2452,
                (XML_EndNamespaceDeclHandler_2580) expat_end_ns_handler_4536
                );
        } else if (strcmp_8766(event_name_6845, ""end_8673-ns_7295"") == 0) {
            Py_INCREF_1076(event_name_obj_5625);
            Py_XDECREF_3082(target_9002->end_ns_event_obj_3395);
            target_9002->end_ns_event_obj_3395 = event_name_obj_5625;
            EXPAT_9182(SetNamespaceDeclHandler_5254)(
                self_8907->parser_4334,
                (XML_StartNamespaceDeclHandler_8022) expat_start_ns_handler_2452,
                (XML_EndNamespaceDeclHandler_2580) expat_end_ns_handler_4536
                );
        } else {
            Py_DECREF_9459(events_seq_5096);
            PyErr_Format_9038(PyExc_ValueError_5151, ""unknown_4780 event_4992 '%s_4757'"", event_name_6845);
            return NULL;
        }
    }

    Py_DECREF_9459(events_seq_5096);
    Py_RETURN_NONE_5459;
}",3,1,1
"infopath_init_3590 ()
{
  /* Initialize_1813 INFOPATH_7507.
     The_2528 hardwired_8704 default_5313 settings_8790 (filesy_1132.h_3967) are_6892 the_2795 lowest_6426 priority_2103.
     Then_6804 comes_1560 the_2795 user_6394's_5471 INFODIR_2940 from_2756 the_2795 Makefile_9602.
     Highest_4159 priority_2103 is_2925 the_2795 environment_4022 variable_7617, if set_9250.  */
  char_5341 *path_from_env_8792 = getenv_8110 (""INFOPATH_7507"");

  if (path_from_env_8792)
    {
      unsigned_6950 len_2528 = strlen_8504 (path_from_env_8792);
      /* Trailing_8719 : on_3823 INFOPATH_7507 means_6774 insert_1246 the_2795 default_5313 path_9594.  */
      if (len_2528 && path_from_env_8792[len_2528 - 1] == PATH_SEP_6061[0])
	{
	  path_from_env_8792[len_2528 - 1] = 0;
	  infopath_add_7874 (DEFAULT_INFOPATH_8715, INFOPATH_PREPEND_4612);
	}
#ifdef_4147 INFODIR_2940 /* from_2756 the_2795 Makefile_9602 */
      infopath_add_7874 (INFODIR_2940, INFOPATH_PREPEND_4612);
#endif_3842
      infopath_add_7874 (path_from_env_8792, INFOPATH_PREPEND_4612);
    }
  else
    {
      infopath_add_7874 (DEFAULT_INFOPATH_8715, INFOPATH_PREPEND_4612);
#ifdef_4147 INFODIR_2940 /* from_2756 the_2795 Makefile_9602 */
      infopath_add_7874 (INFODIR_2940, INFOPATH_PREPEND_4612);
#endif_3842
#ifdef_4147 INFODIR2_3609 /* from_2756 the_2795 Makefile_9602, too_8575 */
#  ifdef_4147 INFODIR_2940
      if (!STREQ_4996 (INFODIR_2940, INFODIR2_3609))
#  endif_3842
	infopath_add_7874 (INFODIR2_3609, INFOPATH_PREPEND_4612);
#endif_3842
    }
}",3,1,1
"str_text_6206(char_6193 *ptr_2018)
{
	unsigned_2192 char_6193 *uptr_9199;
	char_6193 *ret_8604, *txt_4963;

	if (ptr_2018 == NULL) {
		ret_8604 = strdup_1757(""(null_6776)"");

		if (unlikely_4343(!ret_8604))
			quithere_8201(1, ""Failed_4026 to_5866 malloc_8316 null_6776"");
	}

	uptr_9199 = (unsigned_2192 char_6193 *)ptr_2018;

	ret_8604 = txt_4963 = malloc_8316(strlen_9070(ptr_2018)*4+5); // Guaranteed_8666 >= needed_9812
	if (unlikely_4343(!txt_4963))
		quithere_8201(1, ""Failed_4026 to_5866 malloc_8316 txt_4963"");

	do_7800 {
		if (*uptr_9199 < ' ' || *uptr_9199 > '~') {
			sprintf_9098(txt_4963, ""0x%02x"", *uptr_9199);
			txt_4963 += 4;
		} else
			*(txt_4963++) = *uptr_9199;
	} while (*(uptr_9199++));

	*txt_4963 = '\0';

	return ret_8604;
}",3,1,1
"setup_dtls_3324(struct openconnect_info_5896 *vpninfo_7927)
{
	struct vpn_option_4020 *dtls_opt_2899 = vpninfo_7927->dtls_options_7263;
	int sessid_found_2903 = 0;
	int dtls_port_9329 = 0;
	int i_3118;

	while (dtls_opt_2899) {
		vpninfo_7927->progress_6971(vpninfo_7927, PRG_TRACE_9739,
				  ""DTLS_9755 option_8949 %s_6211 : %s_6211\n_6946"",
				  dtls_opt_2899->option_8949, dtls_opt_2899->value_6788);

		if (!strcmp_1982(dtls_opt_2899->option_8949, ""X_6437-DTLS_9755-Session_2409-ID_4005"")) {
			if (strlen_5738(dtls_opt_2899->value_6788) != 64) {
				vpninfo_7927->progress_6971(vpninfo_7927, PRG_ERR_8720, ""X_6437-DTLS_9755-Session_2409-ID_4005 not_8735 64 characters_4177\n_6946"");
				vpninfo_7927->progress_6971(vpninfo_7927, PRG_ERR_8720, ""Is_9935: %s_6211\n_6946"", dtls_opt_2899->value_6788);
				return -EINVAL_9761;
			}
			for (i_3118 = 0; i_3118 < 64; i_3118 += 2)
				vpninfo_7927->dtls_session_id_2448[i_3118/2] = hex_2032(dtls_opt_2899->value_6788 + i_3118);
			sessid_found_2903 = 1;
		} else if (!strcmp_1982(dtls_opt_2899->option_8949 + 7, ""Port_9201"")) {
			dtls_port_9329 = atol_7725(dtls_opt_2899->value_6788);
		} else if (!strcmp_1982(dtls_opt_2899->option_8949 + 7, ""Keepalive_4856"")) {
			vpninfo_7927->dtls_times_9504.keepalive_5006 = atol_7725(dtls_opt_2899->value_6788);
		} else if (!strcmp_1982(dtls_opt_2899->option_8949 + 7, ""DPD_3385"")) {
			vpninfo_7927->dtls_times_9504.dpd_1856 = atol_7725(dtls_opt_2899->value_6788);
		} else if (!strcmp_1982(dtls_opt_2899->option_8949 + 7, ""Rekey_4042-Time_9279"")) {
			vpninfo_7927->dtls_times_9504.rekey_6435 = atol_7725(dtls_opt_2899->value_6788);
		}
			
		dtls_opt_2899 = dtls_opt_2899->next_6223;
	}
	if (!sessid_found_2903 || !dtls_port_9329)
		return -EINVAL_9761;

	if (vpninfo_7927->peer_addr_5819->sa_family_4565 == AF_INET_4416) {
		struct sockaddr_in_6963 *sin_3479 = (void_1376 *)vpninfo_7927->peer_addr_5819;
		sin_3479->sin_port_6311 = htons_3163(dtls_port_9329);
	} else if (vpninfo_7927->peer_addr_5819->sa_family_4565 == AF_INET6_3633) {
		struct sockaddr_in6_2133 *sin_3479 = (void_1376 *)vpninfo_7927->peer_addr_5819;
		sin_3479->sin6_port_7461 = htons_3163(dtls_port_9329);
	} else {
		vpninfo_7927->progress_6971(vpninfo_7927, PRG_ERR_8720, ""Unknown_4844 protocol_3075 family_9003 %d_4619. Cannot_3594 do_9486 DTLS_9755\n_6946"",
			vpninfo_7927->peer_addr_5819->sa_family_4565);
		return -EINVAL_9761;
	}

	
	if (connect_dtls_socket_8392(vpninfo_7927))
		return -EINVAL_9761;

	vpninfo_7927->progress_6971(vpninfo_7927, PRG_TRACE_9739,
			  ""DTLS_9755 connected_3749. DPD_3385 %d_4619, Keepalive_4856 %d_4619\n_6946"",
			  vpninfo_7927->dtls_times_9504.dpd_1856, vpninfo_7927->dtls_times_9504.keepalive_5006);

	return 0;
}",3,1,1
"CheckResolv_3611()

{ struct Item_5216 *filebase_7918 = NULL, *referencefile_1771 = NULL;
  struct Item_5216 *ip_4735;
  char_7535 ch_4909;
  int fd_2947, existed_3445 = true_4806;

Verbose_4313(""Checking_6315 config_1369 in_4838 %s_6621\n_2050"",VRESOLVCONF_3017[VSYSTEMHARDCLASS_3074]);
  
if (strcmp_9678(VDOMAIN_9791,"""") == 0)
   {
   CfLog_2845(cferror_1921,""Domain_5142 name_5061 not_7129 specified_3749. Can_7358't_5057 configure_6746 resolver_6657\n_2050"","""");
   AuditLog_3398('y_3630',NULL,0,""No_4050 domain_1752"",CF_FAIL_8323);
   return;
   }

if (!IsPrivileged_5709())                            
   {
   CfLog_2845(cferror_1921,""Only_6297 root_4408 can_1255 configure_6746 the_7147 resolver_6657.\n_2050"","""");
   return;
   }

if (! LoadItemList_2760(&referencefile_1771,VRESOLVCONF_3017[VSYSTEMHARDCLASS_3074]))
   {
   snprintf_8864(OUTPUT_6126,CF_BUFSIZE_2006*2,""Trying_4049 to_6731 create_3077 %s_6621\n_2050"",VRESOLVCONF_3017[VSYSTEMHARDCLASS_3074]);
   CfLog_2845(cfinform_4944,OUTPUT_6126,"""");
   existed_3445 = false_3521;
   
   if ((fd_2947 = creat_3581(VRESOLVCONF_3017[VSYSTEMHARDCLASS_3074],0644)) == -1)
      {
      snprintf_8864(OUTPUT_6126,CF_BUFSIZE_2006*2,""Unable_5632 to_6731 create_3077 file_2012 %s_6621\n_2050"",VRESOLVCONF_3017[VSYSTEMHARDCLASS_3074]);
      CfLog_2845(cferror_1921,OUTPUT_6126,""creat_3581"");
      AuditLog_3398('y_3630',NULL,0,OUTPUT_6126,CF_FAIL_8323);
      return;
      }
   else
      {
      close_5716(fd_2947);
      }
   }

if (existed_3445)
   {
   LoadItemList_2760(&filebase_7918,VRESOLVCONF_3017[VSYSTEMHARDCLASS_3074]);
   }

DeleteItemStarting_9239(&filebase_7918,""domain_1752"");

while(DeleteItemStarting_9239(&filebase_7918,""search_6164""))
   {
   }

if (OptionIs_2050(CONTEXTID_3903,""EmptyResolvConf_1086"", true_4806))
   {
   DeleteItemList_6607(filebase_7918);
   filebase_7918 = NULL;
   }
 
EditItemsInResolvConf_3035(VRESOLVE_5783,&filebase_7918); 

snprintf_8864(VBUFF_1679,CF_BUFSIZE_2006,""domain_1752 %s_6621"",ToLowerStr_7866(VDOMAIN_9791));
PrependItem_6038(&filebase_7918,VBUFF_1679,NULL);
 
if (DONTDO_9027)
   {
   printf_8469(""Check_1389 %s_6621 for editing_3612\n_2050"",VRESOLVCONF_3017[VSYSTEMHARDCLASS_3074]);
   }
else if (!ItemListsEqual_7405(filebase_7918,referencefile_1771))
   {
   SaveItemList_5248(filebase_7918,VRESOLVCONF_3017[VSYSTEMHARDCLASS_3074],VREPOSITORY_5609);
   AuditLog_3398('y_3630',NULL,0,""Resolver_3216 config_1369"",CF_CHG_7020);
   chmod_5563(VRESOLVCONF_3017[VSYSTEMHARDCLASS_3074],DEFAULTSYSTEMMODE_8473);
   }
else
   {
   Verbose_4313(""cfengine_3497: %s_6621 is_8146 okay_8260\n_2050"",VRESOLVCONF_3017[VSYSTEMHARDCLASS_3074]);
   AuditLog_3398('y_3630',NULL,0,""Resolver_3216 config_1369"",CF_NOP_7015);
   }

DeleteItemList_6607(filebase_7918);
DeleteItemList_6607(referencefile_1771);
}",3,1,1
"t_dns_name_fullcompare_3919(void_8304) {
	int		line_7965;
	int		cnt_2522;
	int		result_6109;
	char_7113		*p_1705;
	FILE_8757		*fp_9273;
	dns_namereln_t_7725	reln_6865;

	t_assert_6806(""dns_name_fullcompare_2647"", 1, T_REQUIRED_9370, ""%s_8644"", a10_7806);

	result_6109 = T_UNRESOLVED_6405;
	fp_9273 = fopen_6105(""dns_name_fullcompare_data_4644"", ""r_8303"");
	if (fp_9273 != NULL) {
		line_7965 = 0;
		while ((p_1705 = t_fgetbs_5422(fp_9273)) != NULL) {
			++line_7965;

			/*
			 * Skip_3230 comment_7579 lines_2399.
			 */
			if ((isspace_5095((unsigned_4619 char_7113)*p_1705)) || (*p_1705 == '#')) {
				(void_8304)free_7984(p_1705);
				continue_2990;
			}

			cnt_2522 = bustline_5790(p_1705, Tokens_4876);
			if (cnt_2522 == 6) {
				/*
				 * name1_5195, name2_8495, exp_reln_1778, exp_order_4417,
				 * exp_nlabels_2242
				 */
				if (!strcmp_9755(Tokens_4876[2], ""none_8145""))
					reln_6865 = dns_namereln_none_2562;
				else if (!strcmp_9755(Tokens_4876[2], ""contains_3893""))
					reln_6865 = dns_namereln_contains_2561;
				else if (!strcmp_9755(Tokens_4876[2], ""subdomain_9235""))
					reln_6865 = dns_namereln_subdomain_7458;
				else if (!strcmp_9755(Tokens_4876[2], ""equal_9350""))
					reln_6865 = dns_namereln_equal_6655;
				else if (!strcmp_9755(Tokens_4876[2], ""commonancestor_5214""))
					reln_6865 = dns_namereln_commonancestor_6271;
				else {
					t_info_9241(""bad_4359 format_5895 at_8896 line_7965 %d_6927\n_4876"", line_7965);
					(void_8304)free_7984(p_1705);
					continue_2990;
				}
				result_6109 = test_dns_name_fullcompare_1712(
						Tokens_4876[0],
						Tokens_4876[1],
						reln_6865,
						atoi_5156(Tokens_4876[3]),
						atoi_5156(Tokens_4876[4]));
			} else {
				t_info_9241(""bad_4359 format_5895 at_8896 line_7965 %d_6927\n_4876"", line_7965);
			}

			(void_8304)free_7984(p_1705);
			t_result_5919(result_6109);
		}
		(void_8304)fclose_9187(fp_9273);
	} else {
		t_info_9241(""Missing_3828 datafile_4416 dns_name_fullcompare_data_4644\n_4876"");
		t_result_5919(result_6109);
	}
}",3,1,1
"set_data_output_file_3249(const_2524 char_3153 *fname_6329, int is_bin_9620)
{
    int     retvalue_4603 = FAIL_1893;
    FILE_5800    *f_6370;    /* temporary_2673 holding_8773 place_1187 for the_8960 stream_8167 pointer_1870
                    * so_4885 that_2592 rawdatastream_7701 is_6355 changed_9689 only_6804 when_9401 succeeded_1126 */

    if (rawdatastream_7701 && rawdatastream_7701 != stdout_1221) {
        if (HDfclose_5886(rawdatastream_7701))
            HDperror_2721(""closing_9622 rawdatastream_7701"");
        else
            rawdatastream_7701 = NULL;
    }

    /* First_6273 check_4805 if filename_5196 is_6355 string_9598 ""NULL"" */
    if (fname_6329 != NULL) {
        /* binary_6605 output_6793 */
        if (is_bin_9620) {
            if ((f_6370 = HDfopen_8236(fname_6329, ""wb_9532"")) != NULL) {
                rawdatastream_7701 = f_6370;
                retvalue_4603 = SUCCEED_4307;
            }
        }
        else {
            if ((f_6370 = HDfopen_8236(fname_6329, ""w_8635"")) != NULL) {
                rawdatastream_7701 = f_6370;
                retvalue_4603 = SUCCEED_4307;
            }
        }
    }
    else {
        rawdatastream_7701 = NULL;
        retvalue_4603 = SUCCEED_4307;
    }

    return retvalue_4603;
}",3,1,1
"site_attr_set_2238(Tcl_Interp_5195 * interp_7939, geosite_9209 * gp_3538, int nattr_9900, char_8284 *attr_6100,
		  int index_4323, char_8284 *xlist_2686, char_8284 *ylist_1831)
{
    int argcPtrX_1362, argcPtrY_1435;
    const_4257 char_8284 **argvPtrX_5916, **argvPtrY_8435;

    if (nattr_9900 >= GPT_MAX_ATTR_8819) {
	return (TCL_ERROR_3372);
    }				/* too_3914 many_6916 */

    argvPtrX_5916 = NULL;
    argvPtrY_8435 = NULL;

    if (index_4323 >= 0) {
	/* if index_4323 < 0, then_6297 fixed_5056 values_5719 */
	if (TCL_OK_4010 != Tcl_SplitList_8300(interp_7939, xlist_2686, &argcPtrX_1362, &argvPtrX_5916))
	    goto_4082 error_9080;
	if (TCL_OK_4010 != Tcl_SplitList_8300(interp_7939, ylist_1831, &argcPtrY_1435, &argvPtrY_8435))
	    goto_4082 error_9080;
	if (argcPtrX_1362 != argcPtrY_1435) {
	    printf_2192(""WARNING_6508: elements_2342 in_7094 lists_3386 are_2179 different_3454\n_1496"");
	    goto_4082 error_9080;
	}
	if (argcPtrX_1362 < 2) {
	    printf_2192(""WARNING_6508: elements_2342 in_7094 list_3664 are_2179 too_3914 few_7138\n_1496"");
	    goto_4082 error_9080;
	}
    }

    if (!strcmp_2578(attr_6100, ""size_6502"")) {
	if (index_4323 < 0) {
	    site_attr_set_fixed_size_8481(gp_3538, nattr_9900, atof_8979(xlist_2686));
	}
	else {
	    if (0 >
		site_attr_set_size_3888(gp_3538, nattr_9900, index_4323, argcPtrX_1362, argvPtrX_5916,
				   argvPtrY_8435))
		goto_4082 error_9080;
	}
	gp_3538->use_attr_8643[nattr_9900] |= ST_ATT_SIZE_2418;
    }

    else if (!strcmp_2578(attr_6100, ""color_1907"")) {
	if (index_4323 < 0) {
	    site_attr_set_fixed_color_9151(gp_3538, nattr_9900, attr_get_int_BBGGRR_2013(xlist_2686));
	}
	else {
	    if (0 >
		site_attr_set_color_2556(gp_3538, nattr_9900, index_4323, argcPtrX_1362, argvPtrX_5916,
				    argvPtrY_8435))
		goto_4082 error_9080;
	}
	gp_3538->use_attr_8643[nattr_9900] |= ST_ATT_COLOR_3453;
    }
    else if (!strcmp_2578(attr_6100, ""marker_9040"")) {
	site_attr_set_fixed_marker_7512(gp_3538, nattr_9900, atoi_1822(xlist_2686));
	gp_3538->use_attr_8643[nattr_9900] |= ST_ATT_MARKER_8901;
    }

    if (argvPtrX_5916)
	Tcl_Free_2308((char_8284 *)argvPtrX_5916);
    if (argvPtrY_8435)
	Tcl_Free_2308((char_8284 *)argvPtrY_8435);
    return (TCL_OK_4010);

  error_9080:
    if (argvPtrX_5916)
	Tcl_Free_2308((char_8284 *)argvPtrX_5916);
    if (argvPtrY_8435)
	Tcl_Free_2308((char_8284 *)argvPtrY_8435);
    return (TCL_ERROR_3372);
}",3,1,1
"do_gfcombine_1881( char_9867 *outputfilename_8678, char_9867 **inputfilenames_1622, int filecount_4461 )
{
  FILE_8841 *outfile_5045;
  FILE_8841 **inputfiles_7331 = malloc_9333( sizeof_1403(FILE_8841*) * filecount_4461 );
  unsigned_3012 char_9867* sharenrs_6984 = malloc_9333( filecount_4461 );
  int i_6653;
  unsigned_3012 char_9867 *buffer_1388 = malloc_9333( BUFFER_SIZE_8623 );
  gfshare_ctx_6106 *G_7366;
  unsigned_3012 int len1_8276;
  
  if( inputfiles_7331 == NULL || sharenrs_6984 == NULL || buffer_1388 == NULL ) {
    perror_6692( ""malloc_9333"" );
    return 1;
  }
  
  if (strcmp_7866(outputfilename_8678, ""-"") == 0)
    outfile_5045 = fdopen_9739(STDOUT_FILENO_9897, ""w_8441"");
  else 
    outfile_5045 = fopen_8156( outputfilename_8678, ""wb_5200"" );

  if( outfile_5045 == NULL ) {
    perror_6692((strcmp_7866(outputfilename_8678, ""-"") == 0) ? ""standard_1198 out_2239"" : outputfilename_8678);
    return 1;
  }
  for( i_6653 = 0; i_6653 < filecount_4461; ++i_6653 ) {
    inputfiles_7331[i_6653] = fopen_8156( inputfilenames_1622[i_6653], ""rb_3377"" );
    if( inputfiles_7331[i_6653] == NULL ) {
      perror_6692(inputfilenames_1622[i_6653]);
      return 1;
    }
    sharenrs_6984[i_6653] = strtoul_7122( inputfilenames_1622[i_6653] + strlen_5463(inputfilenames_1622[i_6653]) - 3, 
                           NULL, 10 );
    if( i_6653 == 0 ) len1_8276 = getlen_8029(inputfiles_7331[0]);
    else {
      if( len1_8276 != getlen_8029(inputfiles_7331[1]) ) {
        fprintf_3449( stderr_8576, ""%s_9747: File_7845 length_4496 mismatch_4781 between_9429 input_7928 files_1885.\n_7885"", progname_7287 );
        return 1;
      }
    }
  }
  
  G_7366 = gfshare_ctx_init_dec_2914( sharenrs_6984, filecount_4461, BUFFER_SIZE_8623 );
  
  while( !feof_5595(inputfiles_7331[0]) ) {
    unsigned_3012 int bytes_read_5633 = fread_4902( buffer_1388, 1, BUFFER_SIZE_8623, inputfiles_7331[0] );
    unsigned_3012 int bytes_written_8232;
    gfshare_ctx_dec_giveshare_9896( G_7366, 0, buffer_1388 );
    for( i_6653 = 1; i_6653 < filecount_4461; ++i_6653 ) {
      unsigned_3012 int bytes_read_2_2989 = fread_4902( buffer_1388, 1, BUFFER_SIZE_8623, 
                                         inputfiles_7331[i_6653] );
      if( bytes_read_5633 != bytes_read_2_2989 ) {
        fprintf_3449( stderr_8576, ""Mismatch_6323 during_4573 file_4505 read_5094.\n_7885"");
        gfshare_ctx_free_1012( G_7366 );
        return 1;
      }
      gfshare_ctx_dec_giveshare_9896( G_7366, i_6653, buffer_1388 );
    }
    gfshare_ctx_dec_extract_9434( G_7366, buffer_1388 );
    bytes_written_8232 = fwrite_9669( buffer_1388, 1, bytes_read_5633, outfile_5045 );
    if( bytes_written_8232 != bytes_read_5633 ) {
      fprintf_3449( stderr_8576, ""Mismatch_6323 during_4573 file_4505 write_3466.\n_7885"");
      gfshare_ctx_free_1012( G_7366 );
      return 1;
    }
  }
  fclose_4197(outfile_5045);
  for( i_6653 = 0; i_6653 < filecount_4461; ++i_6653 ) fclose_4197(inputfiles_7331[i_6653]);
  return 0;
}",3,1,1
